epoch,iteration,accuracy,loss
61,200,None,0.16860022511333228
61,300,None,0.1831882821395993
61,400,None,0.1559673247113824
61,470,95.85438829787233,0.15754728636571338
62,100,None,0.16047827884554863
62,200,None,0.1618259350210428
62,300,None,0.15874551869928838
62,400,None,0.1561311038210988
62,470,96.11203457446808,0.15206346192530223
63,100,None,0.16687227223068477
63,200,None,0.15381290283054114
63,300,None,0.14501282040029764
63,400,None,0.14004168182611465
63,470,96.2001329787234,0.14746987723878452
64,100,None,0.15986469972878695
64,200,None,0.14984496723860502
64,300,None,0.1366720781289041
64,400,None,0.1537030304595828
64,470,96.39627659574468,0.1425687570657049
65,100,None,0.14737733140587805
65,200,None,0.1425126903131604
65,300,None,0.13788915876299143
65,400,None,0.1376115367934108
65,470,96.49601063829788,0.14596007838845254
66,100,None,0.13602067491039635
66,200,None,0.13505161680281164
66,300,None,0.12377907518297433
66,400,None,0.13640970520675183
66,470,96.81017287234043,0.12098481290574585
67,100,None,0.14605846758931876
67,200,None,0.1269520970992744
67,300,None,0.1318637751042843
67,400,None,0.12530896611511708
67,470,96.79853723404256,0.128850597116564
68,100,None,0.13193144200369716
68,200,None,0.12890112472698093
68,300,None,0.13253539169207215
68,400,None,0.13547514198347926
68,470,96.89494680851064,0.12109132015279361
69,100,None,0.13584727853536605
69,200,None,0.12940223103389145
69,300,None,0.1345625342056155
69,400,None,0.12772215204313397
69,470,96.79022606382979,0.12838019718016896
70,100,None,0.13495336236432195
70,200,None,0.1337755736708641
70,300,None,0.13045022217556834
70,400,None,0.13596496529877186
70,470,96.75199468085106,0.12562523276678153
71,100,None,0.5177586658298969
71,200,None,0.48310903400182725
71,300,None,0.4192686253786087
71,400,None,0.411008159071207
71,470,88.10505319148936,0.3806731145296778
72,100,None,0.40517927676439286
72,200,None,0.35755619764328
72,300,None,0.3680560851097107
72,400,None,0.3678093346953392
72,470,90.28091755319149,0.35124402663537435
73,100,None,0.3486334756016731
73,200,None,0.35401802785694597
73,300,None,0.3318308565765619
73,400,None,0.3562083327770233
73,470,90.94414893617021,0.34026226018156325
74,100,None,0.3342225755751133
74,200,None,0.35347127735614775
74,300,None,0.34905563056468963
74,400,None,0.36005338311195373
74,470,91.07546542553192,0.3319484538265637
75,100,None,0.33456209897994993
75,200,None,0.3519066950678825
75,300,None,0.3283020678162575
75,400,None,0.32640453726053237
75,470,91.29488031914894,0.34355146075998033
76,100,None,0.3449458207190037
76,200,None,0.355775930583477
76,300,None,0.3225084173679352
76,400,None,0.3254834747314453
76,470,91.31150265957447,0.3354185757892472
77,100,None,0.33784601897001265
77,200,None,0.3394547873735428
77,300,None,0.35851657912135126
77,400,None,0.32603885397315024
77,470,90.99734042553192,0.35380438161747796
78,100,None,0.34393439888954164
78,200,None,0.3517171159386635
78,300,None,0.3434357745945454
78,400,None,0.34340585604310037
78,470,91.13696808510639,0.32451917699405125
79,100,None,0.32341118924319745
79,200,None,0.3416132390499115
79,300,None,0.3185569350421429
79,400,None,0.33856188103556634
79,470,91.40625,0.34013738951512745
80,100,None,0.3516306780278683
80,200,None,0.33402412593364716
80,300,None,0.3469441060721874
80,400,None,0.3409873202443123
80,470,91.09707446808511,0.3235477877514703
81,100,None,0.32577750593423843
81,200,None,0.3399774956703186
81,300,None,0.3385356433689594
81,400,None,0.3126988387107849
81,470,91.54255319148936,0.3171398360814367
82,100,None,0.3227588826417923
82,200,None,0.3426575042307377
82,300,None,0.3513334618508816
82,400,None,0.3399437825381756
82,470,91.45113031914893,0.32641594686678477
83,100,None,0.3262719686329365
83,200,None,0.3349183812737465
83,300,None,0.3296200142800808
83,400,None,0.323890942633152
83,470,91.61735372340426,0.3054126643708774
84,100,None,0.32136156141757966
84,200,None,0.3205403935909271
84,300,None,0.3295139336585999
84,400,None,0.31400463938713075
84,470,91.55086436170212,0.33694039434194567
85,100,None,0.3087888567149639
85,200,None,0.32208539433777333
85,300,None,0.33603778228163717
85,400,None,0.330814695507288
85,470,91.53590425531914,0.32565708309412
86,100,None,0.31903785645961763
86,200,None,0.31647748067975046
86,300,None,0.32195331186056136
86,400,None,0.3041584375500679
86,470,91.84341755319149,0.31589409964425225
87,100,None,0.3323663641512394
87,200,None,0.30268601402640344
87,300,None,0.311670777797699
87,400,None,0.3177569475769997
87,470,91.78357712765958,0.3251715523856027
88,100,None,0.3268706926703453
88,200,None,0.2980042353272438
88,300,None,0.3215705704689026
88,400,None,0.31868866756558417
88,470,91.78690159574468,0.3228313795157841
89,100,None,0.3388188397884369
89,200,None,0.32534328639507293
89,300,None,0.30490344926714896
89,400,None,0.3205944070219994
89,470,91.60073138297872,0.3389751432197435
90,100,None,0.3149093510210514
90,200,None,0.312798293530941
90,300,None,0.2880051138997078
90,400,None,0.31177720814943316
90,470,92.14095744680851,0.3031799344079835
91,100,None,0.30486493691802025
91,200,None,0.3229577235877514
91,300,None,0.32493521794676783
91,400,None,0.2997708285599947
91,470,91.87998670212765,0.3068710267543793
92,100,None,0.30745389968156817
92,200,None,0.30531694024801254
92,300,None,0.3038320142030716
92,400,None,0.30217548593878746
92,470,92.07945478723404,0.3141842639872006
93,100,None,0.3030252082645893
93,200,None,0.3004843755066395
93,300,None,0.30045793659985065
93,400,None,0.3105022007226944
93,470,92.27061170212765,0.2934640692813056
94,100,None,0.31371310606598857
94,200,None,0.29435815393924714
94,300,None,0.30137768864631653
94,400,None,0.3218155828118324
94,470,92.13597074468085,0.28926864415407183
95,100,None,0.3000792111456394
95,200,None,0.2961951459944248
95,300,None,0.2813563042879105
95,400,None,0.30832066282629966
95,470,92.29886968085106,0.31129570645945415
96,100,None,0.2873931773006916
96,200,None,0.315125727802515
96,300,None,0.3084427654743195
96,400,None,0.3078382328152657
96,470,92.1875,0.29520450340850013
97,100,None,0.30151544727385043
97,200,None,0.27581039398908613
97,300,None,0.28709071829915045
97,400,None,0.28765763223171237
97,470,92.7027925531915,0.26858860914196286
98,100,None,0.31601691380143165
98,200,None,0.30991717755794523
98,300,None,0.2801690946519375
98,400,None,0.3045951370894909
98,470,92.28557180851064,0.28886962724583487
99,100,None,0.2870931751281023
99,200,None,0.3072077105939388
99,300,None,0.28262881100177767
99,400,None,0.27160975396633147
99,470,92.66289893617021,0.28129094732659204
100,100,None,0.2809513749182224
100,200,None,0.28054295517504213
100,300,None,0.28703815445303915
100,400,None,0.2820200204849243
100,470,92.70113031914894,0.2693674549460411
101,100,None,0.2898964861780405
101,200,None,0.28914983332157135
101,300,None,0.2829241777956486
101,400,None,0.27228784017264845
101,470,92.5997340425532,0.26875327697822027
102,100,None,0.2911056447029114
102,200,None,0.2716166549921036
102,300,None,0.27208842635154723
102,400,None,0.2699459481239319
102,470,92.7908909574468,0.26485714060919624
103,100,None,0.27546205535531043
103,200,None,0.2749360267072916
103,300,None,0.2721224641799927
103,400,None,0.2834800487756729
103,470,92.80917553191489,0.27655439163957324
104,100,None,0.2797024495899677
104,200,None,0.26585425943136215
104,300,None,0.26558021530508996
104,400,None,0.2501773366332054
104,470,93.203125,0.2616861389151641
105,100,None,0.26913204342126845
105,200,None,0.24329016849398613
105,300,None,0.2685637107491493
105,400,None,0.2687308456748724
105,470,93.26462765957447,0.2753836840391159
106,100,None,0.26588066838681695
106,200,None,0.2678271934390068
106,300,None,0.2618769880384207
106,400,None,0.27107158593833447
106,470,93.29288563829788,0.25389007904699873
107,100,None,0.25823525808751585
107,200,None,0.2583118648827076
107,300,None,0.2627655220031738
107,400,None,0.24738942086696625
107,470,93.32945478723404,0.2661263544644628
108,100,None,0.2697357605397701
108,200,None,0.26185240007936955
108,300,None,0.2566377720236778
108,400,None,0.25413786560297014
108,470,93.28291223404256,0.2665576134409223
109,100,None,0.24595282092690468
109,200,None,0.2560755626112223
109,300,None,0.2471835208684206
109,400,None,0.2508436497300863
109,470,93.44414893617021,0.25722437713827406
110,100,None,0.25831889919936657
110,200,None,0.2623462583124638
110,300,None,0.2606499099731445
110,400,None,0.25400651052594186
110,470,93.42087765957446,0.2572962271315711
111,100,None,0.25406841091811655
111,200,None,0.23765102930366994
111,300,None,0.2405795820057392
111,400,None,0.25831181854009627
111,470,93.58377659574468,0.24037446028419904
112,100,None,0.24933201178908349
112,200,None,0.24830193929374217
112,300,None,0.23175712555646896
112,400,None,0.23380059748888016
112,470,93.91456117021276,0.22885830572673252
113,100,None,0.2534325163066387
113,200,None,0.23283493496477603
113,300,None,0.229601723998785
113,400,None,0.24235619626939298
113,470,93.85472074468085,0.2397099966449397
114,100,None,0.23990015506744386
114,200,None,0.23991107232868672
114,300,None,0.23893634147942067
114,400,None,0.23415090523660184
114,470,93.86968085106383,0.2292214559657233
115,100,None,0.23036631152033807
115,200,None,0.22562038779258728
115,300,None,0.2370039436966181
115,400,None,0.21917886413633825
115,470,94.14893617021278,0.22250556307179586
116,100,None,0.24069876708090304
116,200,None,0.21060453817248345
116,300,None,0.22784363098442553
116,400,None,0.22369453102350234
116,470,94.15558510638297,0.21599937240992273
117,100,None,0.22155660405755043
117,200,None,0.21388290986418723
117,300,None,0.22275951884686948
117,400,None,0.22421316884458065
117,470,94.29022606382979,0.21808827998382704
118,100,None,0.23401946522295475
118,200,None,0.2274854800850153
118,300,None,0.21656876172870398
118,400,None,0.2214424515515566
118,470,94.33344414893618,0.20114519330007688
119,100,None,0.2198249500244856
119,200,None,0.20762137338519096
119,300,None,0.20604752637445928
119,400,None,0.21267154671251773
119,470,94.56948138297872,0.2075272396206856
120,100,None,0.21929336294531823
120,200,None,0.19730161979794503
120,300,None,0.2054667719453573
120,400,None,0.2129048017039895
120,470,94.61103723404256,0.20890863058822495
121,100,None,0.21928205236792564
121,200,None,0.2070175115764141
121,300,None,0.21593782663345337
121,400,None,0.1953070516139269
121,470,94.65757978723404,0.19055820458701678
122,100,None,0.2080420222878456
122,200,None,0.2148118280619383
122,300,None,0.2004330023378134
122,400,None,0.19571904003620147
122,470,94.77559840425532,0.1895926129605089
123,100,None,0.19304695673286915
123,200,None,0.1929889938980341
123,300,None,0.20310725666582585
123,400,None,0.18853504486382008
123,470,95.04321808510639,0.18932760623948916
124,100,None,0.1885814284160733
124,200,None,0.19663488410413266
124,300,None,0.18723989099264146
124,400,None,0.20345041550695897
124,470,94.98503989361701,0.19788230721439634
125,100,None,0.19879112862050533
125,200,None,0.1940316303819418
125,300,None,0.18984148427844047
125,400,None,0.18432450503110887
125,470,95.13962765957447,0.1828161114028522
126,100,None,0.18702287219464778
126,200,None,0.174294624440372
126,300,None,0.18413955584168434
126,400,None,0.169075784124434
126,470,95.44215425531914,0.17559639444308622
127,100,None,0.1885924047231674
127,200,None,0.18670020792633296
127,300,None,0.16592596754431724
127,400,None,0.19507101930677892
127,470,95.49202127659574,0.16756247963224138
128,100,None,0.18270779088139533
128,200,None,0.18159221522510052
128,300,None,0.17671165395528077
128,400,None,0.17549523793160915
128,470,95.546875,0.16793156212994031
129,100,None,0.17762012891471385
129,200,None,0.17911725044250487
129,300,None,0.1556304396688938
129,400,None,0.16101346988230944
129,470,95.78956117021276,0.1552168450185231
130,100,None,0.1703464277088642
130,200,None,0.16702330000698568
130,300,None,0.1543359449878335
130,400,None,0.16146735791116953
130,470,95.91755319148936,0.15939675888844898
131,100,None,0.17145382564514874
131,200,None,0.16493660993874074
131,300,None,0.1638264073058963
131,400,None,0.15457294072955846
131,470,95.86934840425532,0.15936133803001473
132,100,None,0.16874097645282746
132,200,None,0.1577365473844111
132,300,None,0.15425857927650213
132,400,None,0.1507315232604742
132,470,96.06382978723404,0.1530298535312925
133,100,None,0.1546904604136944
133,200,None,0.15284671179950238
133,300,None,0.15679538045078517
133,400,None,0.14860352542251348
133,470,96.18683510638299,0.14723913744091988
134,100,None,0.163554029725492
134,200,None,0.15172863837331532
134,300,None,0.15187941823154688
134,400,None,0.146898871101439
134,470,96.20678191489361,0.1566231530691896
135,100,None,0.14225108906626702
135,200,None,0.15114488437771798
135,300,None,0.13545607760548592
135,400,None,0.16196150049567223
135,470,96.33643617021276,0.1497476143496377
136,100,None,0.14834964010864496
136,200,None,0.14641555022448302
136,300,None,0.140290728546679
136,400,None,0.144592279009521
136,470,96.5059840425532,0.1426140640463148
137,100,None,0.13376929096877574
137,200,None,0.13759433303028346
137,300,None,0.1404622521996498
137,400,None,0.13468455981463193
137,470,96.65724734042553,0.13092831362571036
138,100,None,0.14184933818876744
138,200,None,0.13308465249836446
138,300,None,0.13402890417724847
138,400,None,0.13654571233317256
138,470,96.78025265957447,0.12528961162481989
139,100,None,0.13357412368059157
139,200,None,0.1295953342318535
139,300,None,0.1261304734274745
139,400,None,0.12560281559824943
139,470,96.84507978723404,0.12623603439756803
140,100,None,0.11864107361063361
140,200,None,0.12818272329866887
140,300,None,0.12062789645045996
140,400,None,0.1123850191012025
140,470,97.0595079787234,0.10971947173987116
141,100,None,0.12205764718353748
141,200,None,0.1277976976148784
141,300,None,0.13035964645445347
141,400,None,0.1175691631436348
141,470,96.97140957446808,0.12175370561225074
142,100,None,0.13126653239130973
142,200,None,0.12265666000545025
142,300,None,0.11950917176902294
142,400,None,0.1120473830960691
142,470,97.03125,0.11906554698944091
143,100,None,0.12476655121892691
143,200,None,0.11836323868483305
143,300,None,0.12120590828359128
143,400,None,0.12345978291705251
143,470,96.9813829787234,0.12020845229604414
144,100,None,0.10924818716943265
144,200,None,0.11886912124231458
144,300,None,0.12756536548957229
144,400,None,0.11574017517268657
144,470,97.17253989361701,0.11204753440937826
145,100,None,0.12181019408628345
145,200,None,0.11944853963330387
145,300,None,0.11444960696622729
145,400,None,0.11244439758360386
145,470,97.1625664893617,0.11521025111100504
146,100,None,0.10959853218868375
146,200,None,0.103938283380121
146,300,None,0.11315522784367203
146,400,None,0.1116733207181096
146,470,97.37367021276596,0.10628870031131166
147,100,None,0.10019691130146384
147,200,None,0.11636287733912468
147,300,None,0.11030223602429032
147,400,None,0.1161839147657156
147,470,97.34541223404256,0.10928277679319892
148,100,None,0.10709829200059176
148,200,None,0.11776804363355041
148,300,None,0.10292963484302163
148,400,None,0.10355687072500587
148,470,97.46675531914893,0.09788093393934624
149,100,None,0.11049701103940607
149,200,None,0.11201541783288121
149,300,None,0.09657768864184618
149,400,None,0.10702554566785694
149,470,97.4002659574468,0.11199524208371128
150,100,None,0.11122080346569418
150,200,None,0.10317472433671356
150,300,None,0.10651815228164196
150,400,None,0.11030729250982403
150,470,97.37367021276596,0.10266730937042406
