epoch,iteration,accuracy,loss
20,100,None,0.2805161803215742
20,200,None,0.2963239865750074
20,300,None,0.2826914490759373
20,400,None,0.2928401820361614
20,471,92.66023089171973,0.2948961498242029
21,100,None,0.2770156120508909
21,200,None,0.2671892908215523
21,300,None,0.27195166170597074
21,400,None,0.251735008135438
21,471,93.24907112526539,0.2663178869955976
22,100,None,0.25872263818979263
22,200,None,0.24070890985429286
22,300,None,0.2563318016380072
22,400,None,0.24372306667268276
22,471,93.75663481953292,0.24537540793838636
23,100,None,0.23179482288658618
23,200,None,0.23864719033241272
23,300,None,0.2406158494949341
23,400,None,0.24098144143819808
23,471,94.07013004246284,0.22890405335896452
24,100,None,0.2092168077081442
24,200,None,0.23077742502093315
24,300,None,0.21709569390863181
24,400,None,0.2089905198663473
24,471,94.63077229299363,0.21098447675016566
25,100,None,0.21299947962164878
25,200,None,0.19244238488376142
25,300,None,0.19963699530810117
25,400,None,0.19000077456235887
25,471,95.07696390658175,0.18729247950332265
26,100,None,0.17791737776249647
26,200,None,0.18182593189179896
26,300,None,0.1893935789167881
26,400,None,0.17689596116542816
26,471,95.59447983014861,0.1755109932011282
27,100,None,0.17795738700777292
27,200,None,0.17360053792595864
27,300,None,0.16529629092663525
27,400,None,0.17405701465904713
27,471,95.89138800424628,0.15521237033773477
28,100,None,0.15668454490602016
28,200,None,0.15578260093927385
28,300,None,0.15714199867099524
28,400,None,0.15455568283796312
28,471,96.23805732484077,0.1490085981786251
29,100,None,0.15121838066726923
29,200,None,0.1496675591915846
29,300,None,0.148403591979295
29,400,None,0.14227107793092728
29,471,96.37904723991507,0.1553774359045734
30,100,None,0.14081622891128062
30,200,None,0.1443606418929994
30,300,None,0.15471573688089849
30,400,None,0.15371120784431697
30,471,96.43378450106157,0.1421429195874174
31,100,None,0.5121528232097625
31,200,None,0.4525545072555542
31,300,None,0.43915007933974265
31,400,None,0.3786579814553261
31,471,88.60801486199576,0.38551918952397896
32,100,None,0.3775786104798317
32,200,None,0.3794890174269676
32,300,None,0.363396203070879
32,400,None,0.3586662583053112
32,471,90.46410562632697,0.34698467985005443
33,100,None,0.36703810378909113
33,200,None,0.35635013654828074
33,300,None,0.37162796333432196
33,400,None,0.3314997597038746
33,471,90.95010615711253,0.35779383379808616
34,100,None,0.35116574317216875
34,200,None,0.33123666256666184
34,300,None,0.34350123912096026
34,400,None,0.3530350376665592
34,471,91.23706210191082,0.34345186764085794
35,100,None,0.3497703939676285
35,200,None,0.3513712428510189
35,300,None,0.35059995248913767
35,400,None,0.3278277203440666
35,471,91.0396762208068,0.3384861114998938
36,100,None,0.3655461548268795
36,200,None,0.33850292161107065
36,300,None,0.3589348931610584
36,400,None,0.34020515710115434
36,471,91.02143046709129,0.3270981635006381
37,100,None,0.3420886686444283
37,200,None,0.35295723408460616
37,300,None,0.33526280134916303
37,400,None,0.3278958350419998
37,471,91.30009288747345,0.3330499536134827
38,100,None,0.32573786213994027
38,200,None,0.32741370975971223
38,300,None,0.3317501635849476
38,400,None,0.31834203355014323
38,471,91.57212048832271,0.34357592253617836
39,100,None,0.3236857454478741
39,200,None,0.31884621545672415
39,300,None,0.324646515250206
39,400,None,0.3283982417732477
39,471,91.73135615711253,0.3089967424600897
40,100,None,0.30067992724478243
40,200,None,0.3216674810647964
40,300,None,0.3183492486178875
40,400,None,0.33246988847851755
40,471,91.94532908704883,0.30103126031831956
41,100,None,0.30475305177271367
41,200,None,0.3133857750892639
41,300,None,0.30376032531261443
41,400,None,0.30422478094697
41,471,92.12115180467092,0.3130115119504257
42,100,None,0.3149690343439579
42,200,None,0.28870084971189497
42,300,None,0.3100193027406931
42,400,None,0.31076892793178557
42,471,92.333466029724,0.2752725658282428
43,100,None,0.29563556507229805
43,200,None,0.3194034406542778
43,300,None,0.28382290825247763
43,400,None,0.3120395210385323
43,471,92.20906316348196,0.29751706396190214
44,100,None,0.2914622578024864
44,200,None,0.2765706184506416
44,300,None,0.29120599776506423
44,400,None,0.28950592324137686
44,471,92.68511146496814,0.28635175127378654
45,100,None,0.28228479996323586
45,200,None,0.2951299049705267
45,300,None,0.2777149817347527
45,400,None,0.31240069106221197
45,471,92.65027866242038,0.2763866848299201
46,100,None,0.29428856909275053
46,200,None,0.2876593916118145
46,300,None,0.2700252550840378
46,400,None,0.2857087845355272
46,471,92.86093418259024,0.2832937659302228
47,100,None,0.2647794236242771
47,200,None,0.2827765240520239
47,300,None,0.29089406117796895
47,400,None,0.2700548027455807
47,471,93.10973991507431,0.2574540420737065
48,100,None,0.2624134000390768
48,200,None,0.2683874199539423
48,300,None,0.2727295196056366
48,400,None,0.26755119048058984
48,471,93.19765127388536,0.2591943789116094
49,100,None,0.2475724522024393
49,200,None,0.2674319352954626
49,300,None,0.2719278946518898
49,400,None,0.2709846632182598
49,471,93.37679140127389,0.23967064780668473
50,100,None,0.22740635126829148
50,200,None,0.2701093652844429
50,300,None,0.24320999562740325
50,400,None,0.2380716147273779
50,471,93.83127653927814,0.22667853828047363
51,100,None,0.25132344186306
51,200,None,0.2533614194393158
51,300,None,0.2551385360211134
51,400,None,0.24720490388572217
51,471,93.67867569002122,0.235942015975294
52,100,None,0.22554192997515202
52,200,None,0.24184822268784045
52,300,None,0.2565752400457859
52,400,None,0.2236940848082304
52,471,94.0618365180467,0.24527329374367082
53,100,None,0.2291633277386427
53,200,None,0.23111216157674788
53,300,None,0.23021480098366737
53,400,None,0.209307456985116
53,471,94.31561836518047,0.23483283356041976
54,100,None,0.21324151262640953
54,200,None,0.21565562181174755
54,300,None,0.21644814938306808
54,400,None,0.22158168077468873
54,471,94.61750265392782,0.21089647752298435
55,100,None,0.20265728287398815
55,200,None,0.21122868306934833
55,300,None,0.2105923165380955
55,400,None,0.1994087787345052
55,471,94.76844479830149,0.20816988414022283
56,100,None,0.19636365778744222
56,200,None,0.18805022183805703
56,300,None,0.20634209156036376
56,400,None,0.20588007755577564
56,471,95.11511411889597,0.1946455679938827
57,100,None,0.1916066750511527
57,200,None,0.1926914408802986
57,300,None,0.19176141772419214
57,400,None,0.1852850312553346
57,471,95.25610403397027,0.1914781746520123
58,100,None,0.18021719984710216
58,200,None,0.1768289216980338
58,300,None,0.18134565241634845
58,400,None,0.18910630084574223
58,471,95.5082271762208,0.1865640755900195
59,100,None,0.18032703742384912
59,200,None,0.17881395090371371
59,300,None,0.16699451431632042
59,400,None,0.16899294182658195
59,471,95.67409766454352,0.17905938226572224
60,100,None,0.17079380732029675
60,200,None,0.15619766402989627
60,300,None,0.15870914503932
60,400,None,0.1629059586673975
60,471,95.9958864118896,0.1693026631755728
61,100,None,0.15054067362099885
61,200,None,0.15312149550765752
61,300,None,0.17120449282228947
61,400,None,0.1652403950318694
61,471,96.15014596602973,0.15560583964409963
62,100,None,0.15525967314839362
62,200,None,0.15876333642750978
62,300,None,0.1661218996718526
62,400,None,0.15247042417526246
62,471,96.17668524416136,0.14873325651590252
63,100,None,0.14691295132040977
63,200,None,0.14801842723041772
63,300,None,0.14815242104232312
63,400,None,0.13340406810864805
63,471,96.57643312101911,0.12840982872835346
64,100,None,0.1371415675058961
64,200,None,0.13800228636711837
64,300,None,0.13876655720174313
64,400,None,0.1335168418288231
64,471,96.7107882165605,0.12935319427453296
65,100,None,0.13384408950805665
65,200,None,0.13256489504128693
65,300,None,0.13241695914417506
65,400,None,0.14267895067110659
65,471,96.81528662420382,0.13362273660449075
66,100,None,0.12414991773664952
66,200,None,0.13099220007658005
66,300,None,0.12485383853316306
66,400,None,0.13067553525790573
66,471,97.0458466029724,0.12437092977195559
67,100,None,0.12323707632720471
67,200,None,0.12564604695886372
67,300,None,0.12924490630626678
67,400,None,0.128062737043947
67,471,97.03257696390658,0.12088715573641616
68,100,None,0.120842439327389
68,200,None,0.12316224757581949
68,300,None,0.11812364723533392
68,400,None,0.12056016005575657
68,471,97.12712314225053,0.12342970482480357
69,100,None,0.11086715476587415
69,200,None,0.12503144271671773
69,300,None,0.1269695234298706
69,400,None,0.11991568041965366
69,471,97.22332802547771,0.1193670967042866
70,100,None,0.11794240411370993
70,200,None,0.11473172582685948
70,300,None,0.12731258064508438
70,400,None,0.11693045191466808
70,471,97.19678874734608,0.11832584236079538
